customer_id,snapshot,inferred_interval,interval_confidence,interval_reason,recommendation,reason,detail,auto_decided,churn_probability,expected_dollar_churn,decision_reason,with_recommendation,with_p_churn,with_decision_reason,without_recommendation,without_p_churn,without_decision_reason,recommendations_agree,comparison_narrative,model_version,n_events,median_gap_days
IO8niLiZ1xnOni2t,2025-03-05,annual,0.6636,"We inferred **annual billing (about once a year)** because the typical gap between billing days is about 1 days, which matches annual billing (about once a year) across 10 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks somewhat uneven Confidence in this label is **66%**.",No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.45, No-Go>= 0.70.",true,0.99,272.18,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.99,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9856,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by +0.4% (with=99%, without=99%).",20260712_032913,11,1.0
bvBpq44pFzTNNhnJ,2025-03-05,monthly,0.5595,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 1 days, which matches monthly billing (about every month) across 12 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks somewhat uneven Confidence in this label is **56%**.",No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.45, No-Go>= 0.70.",true,0.9948,8.49,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (56%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9948,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (56%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9927,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (56%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by +0.2% (with=99%, without=99%).",20260712_032913,13,1.0
KgqVLyUalT5lAbzl,2025-03-05,irregular,0.05,We inferred **irregular / no clear calendar billing cycle** because the gaps between invoices (typical gap ≈ 1 days) do not line up cleanly with monthly / quarterly / semi-annual / annual calendars Confidence in this label is **5%**.,Review,low_interval_confidence,interval_confidence 0.05 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.982,51.97,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 5% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.982,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 5% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9697,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 5% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +1.2% (with=98%, without=97%).",20260712_032913,12,1.0
ipV3F2oDpBDayfZc,2025-03-05,annual,0.7997,"We inferred **annual billing (about once a year)** because the typical gap between billing days is about 365 days, which matches annual billing (about once a year) across 1 observed cycle(s) (about 100% of gaps fit that pattern) Confidence in this label is **80%**.",No-Go,high_churn_risk,"churn_prob 0.83 vs Continue<= 0.45, No-Go>= 0.70.",true,0.8318,32.25,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **83%** (high risk). That sits above the No-Go threshold, and interval confidence (80%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.8318,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **83%** (high risk). That sits above the No-Go threshold, and interval confidence (80%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.819,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **82%** (high risk). That sits above the No-Go threshold, and interval confidence (80%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by +1.3% (with=83%, without=82%).",20260712_032913,2,365.0
4ENfV39I5y0D0S4o,2025-03-05,monthly,0.4373,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 200 days, which matches monthly billing (about every month) across 2 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks somewhat uneven Confidence in this label is **44%**.",Review,low_interval_confidence,interval_confidence 0.44 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.4503,173.9,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 44% for “monthly billing (about every month)”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.4503,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 44% for “monthly billing (about every month)”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.4082,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 44% for “monthly billing (about every month)”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +4.2% (with=45%, without=41%).",20260712_032913,3,199.5
QKDgF1epeQuMXROb,2025-03-05,monthly,0.6738,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 30 days, which matches monthly billing (about every month) across 22 observed cycle(s) (about 95% of gaps fit that pattern; 2 competing patterns seen) and spacing looks fairly regular Confidence in this label is **67%**.",Review,borderline_churn_risk,"churn_prob 0.52 vs Continue<= 0.45, No-Go>= 0.70.",false,0.5207,213.96,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **52%** (elevated risk). That sits between the Continue and No-Go bands (or still needs analyst judgment), so the recommendation is **Review**.",Review,0.5207,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **52%** (elevated risk). That sits between the Continue and No-Go bands (or still needs analyst judgment), so the recommendation is **Review**.",Review,0.5812,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **58%** (elevated risk). That sits between the Continue and No-Go bands (or still needs analyst judgment), so the recommendation is **Review**.",true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by -6.1% (with=52%, without=58%).",20260712_032913,23,30.5
xvuOz9eknhCFR8fQ,2025-03-05,monthly,0.4762,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 359 days, which matches monthly billing (about every month) across 3 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks somewhat uneven Confidence in this label is **48%**.",Review,low_interval_confidence,interval_confidence 0.48 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.7826,1681.3,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 48% for “monthly billing (about every month)”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.7826,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 48% for “monthly billing (about every month)”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.4908,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 48% for “monthly billing (about every month)”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +29.2% (with=78%, without=49%).",20260712_032913,4,359.0
LRWftCU3gJL0OM1c,2025-03-05,monthly,0.5994,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 1 days, which matches monthly billing (about every month) across 27 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks somewhat uneven Confidence in this label is **60%**.",No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.45, No-Go>= 0.70.",true,0.9948,33.02,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (60%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9948,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (60%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9927,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (60%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by +0.2% (with=99%, without=99%).",20260712_032913,28,1.0
I5RI5kpYUscmH7ca,2025-03-05,monthly,0.6615,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 28 days, which matches monthly billing (about every month) across 1 observed cycle(s) (about 100% of gaps fit that pattern) Confidence in this label is **66%**.",No-Go,high_churn_risk,"churn_prob 0.95 vs Continue<= 0.45, No-Go>= 0.70.",true,0.9494,0.78,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **95%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9494,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **95%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9295,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **93%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by +2.0% (with=95%, without=93%).",20260712_032913,2,28.0
hC62LUJeIccWJJzq,2025-03-05,annual,0.5693,"We inferred **annual billing (about once a year)** because the typical gap between billing days is about 1 days, which matches annual billing (about once a year) across 20 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks somewhat uneven Confidence in this label is **57%**.",No-Go,high_churn_risk,"churn_prob 1.00 vs Continue<= 0.45, No-Go>= 0.70.",true,1.0,1745.22,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **100%** (high risk). That sits above the No-Go threshold, and interval confidence (57%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,1.0,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **100%** (high risk). That sits above the No-Go threshold, and interval confidence (57%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,1.0,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **100%** (high risk). That sits above the No-Go threshold, and interval confidence (57%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by +0.0% (with=100%, without=100%).",20260712_032913,21,1.0
1k8Z5pR8UnpzipWJ,2025-03-05,one_time_candidate,0.9338,We inferred **looks like a one-time / non-recurring charge pattern** because there is essentially a single invoice followed by a long quiet period with no repeat billing Confidence in this label is **93%**.,Review,borderline_churn_risk,"churn_prob 0.63 vs Continue<= 0.45, No-Go>= 0.70.",false,0.6331,49.53,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **63%** (elevated risk). That sits between the Continue and No-Go bands (or still needs analyst judgment), so the recommendation is **Review**.",Review,0.6331,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **63%** (elevated risk). That sits between the Continue and No-Go bands (or still needs analyst judgment), so the recommendation is **Review**.",Review,0.4946,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **49%** (elevated risk). That sits between the Continue and No-Go bands (or still needs analyst judgment), so the recommendation is **Review**.",true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +13.9% (with=63%, without=49%).",20260712_032913,1,
mOx8CSqiXN8PoBD1,2025-03-05,monthly,0.7316,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 28 days, which matches monthly billing (about every month) across 3 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks very regular Confidence in this label is **73%**.",No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.45, No-Go>= 0.70.",true,0.99,17.25,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (73%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.99,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (73%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9914,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (73%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by -0.1% (with=99%, without=99%).",20260712_032913,4,28.0
cdZnhAmhN3yj0XCz,2025-03-05,irregular,0.3,We inferred **irregular / no clear calendar billing cycle** because the gaps between invoices (typical gap ≈ 1 days) do not line up cleanly with monthly / quarterly / semi-annual / annual calendars Confidence in this label is **30%**.,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.982,191.94,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.982,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9697,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +1.2% (with=98%, without=97%).",20260712_032913,10,1.0
qvBCAx2zuWZtfegL,2025-03-05,irregular,0.1275,We inferred **irregular / no clear calendar billing cycle** because the gaps between invoices (typical gap ≈ 1 days) do not line up cleanly with monthly / quarterly / semi-annual / annual calendars Confidence in this label is **13%**.,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.99,340.88,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 13% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.99,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 13% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9697,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 13% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +2.0% (with=99%, without=97%).",20260712_032913,11,1.0
LUa0RjcVElVqOY5e,2025-03-05,irregular,0.3,We inferred **irregular / no clear calendar billing cycle** because the gaps between invoices (typical gap ≈ 1 days) do not line up cleanly with monthly / quarterly / semi-annual / annual calendars Confidence in this label is **30%**.,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.982,191.94,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.982,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9697,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +1.2% (with=98%, without=97%).",20260712_032913,10,1.0
VNWmJHxYawJfMOQJ,2025-03-05,monthly,0.7693,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 30 days, which matches monthly billing (about every month) across 20 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks fairly regular Confidence in this label is **77%**.",No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.45, No-Go>= 0.70.",true,0.99,377.44,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (77%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.99,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (77%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9718,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **97%** (high risk). That sits above the No-Go threshold, and interval confidence (77%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by +1.8% (with=99%, without=97%).",20260712_032913,21,30.5
pQzNUVYipndCznMv,2025-03-05,irregular,0.05,We inferred **irregular / no clear calendar billing cycle** because the gaps between invoices (typical gap ≈ 1 days) do not line up cleanly with monthly / quarterly / semi-annual / annual calendars Confidence in this label is **5%**.,Review,low_interval_confidence,interval_confidence 0.05 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.9861,79.19,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 5% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9861,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 5% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9856,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 5% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +0.1% (with=99%, without=99%).",20260712_032913,11,1.0
oiM9xFLiLNWP4kmH,2025-03-05,monthly,0.6615,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 28 days, which matches monthly billing (about every month) across 1 observed cycle(s) (about 100% of gaps fit that pattern) Confidence in this label is **66%**.",No-Go,high_churn_risk,"churn_prob 0.95 vs Continue<= 0.45, No-Go>= 0.70.",true,0.9494,0.78,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **95%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9494,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **95%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9295,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **93%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by +2.0% (with=95%, without=93%).",20260712_032913,2,28.0
AsjiD97K8QyIPNXc,2025-03-05,monthly,0.587,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 1 days, which matches monthly billing (about every month) across 14 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks somewhat uneven Confidence in this label is **59%**.",No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.45, No-Go>= 0.70.",true,0.9948,4.92,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (59%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9948,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (59%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9927,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (59%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by +0.2% (with=99%, without=99%).",20260712_032913,15,1.0
U8J7tn2Malg3YFGY,2025-03-05,monthly,0.6615,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 28 days, which matches monthly billing (about every month) across 1 observed cycle(s) (about 100% of gaps fit that pattern) Confidence in this label is **66%**.",No-Go,high_churn_risk,"churn_prob 0.95 vs Continue<= 0.45, No-Go>= 0.70.",true,0.9494,0.78,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **95%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9494,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **95%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9295,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **93%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by +2.0% (with=95%, without=93%).",20260712_032913,2,28.0
torZ36cWlGVVJk45,2025-03-05,irregular,0.3,We inferred **irregular / no clear calendar billing cycle** because the gaps between invoices (typical gap ≈ 1 days) do not line up cleanly with monthly / quarterly / semi-annual / annual calendars Confidence in this label is **30%**.,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.9861,175.15,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9861,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9697,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +1.6% (with=99%, without=97%).",20260712_032913,11,1.0
hXGn4BrCZyrI3pxB,2025-03-05,monthly,0.5724,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 1 days, which matches monthly billing (about every month) across 13 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks somewhat uneven Confidence in this label is **57%**.",No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.45, No-Go>= 0.70.",true,0.9948,2.49,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (57%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9948,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (57%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9927,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (57%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by +0.2% (with=99%, without=99%).",20260712_032913,14,1.0
h9PRKkRYqYs2ZP1T,2025-03-05,monthly,0.825,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 30 days, which matches monthly billing (about every month) across 6 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks very regular Confidence in this label is **82%**.",No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.45, No-Go>= 0.70.",true,0.99,0.74,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (82%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.99,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (82%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9914,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (82%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by -0.1% (with=99%, without=99%).",20260712_032913,7,30.0
